time,open,high,low,close,Kernel Regression Estimate,Buy,Sell,StopBuy,StopSell,🚫
1747123200,55095,55169,55080,55147.4,55233.65931429326,NaN,NaN,NaN,NaN,0
1747124100,55154.4,55159.8,55072,55086.6,55215.59658861048,NaN,NaN,NaN,NaN,0
1747125000,55090.6,55167,55063,55104.6,55200.49386715898,NaN,NaN,NaN,NaN,0
1747125900,55107.8,55152.2,55055.6,55120,55188.146964356805,NaN,NaN,NaN,NaN,0
1747126800,55114.8,55156.8,55101,55131.4,55178.08171141465,NaN,NaN,NaN,NaN,0
1747127700,55131,55207,55131,55150.6,55171.09061550383,NaN,NaN,NaN,NaN,0
1747128600,55150.8,55151.2,55042,55073.8,55158.42701823608,NaN,NaN,NaN,NaN,0
1747129500,55074.2,55140,55060.4,55100,55149.21719259144,NaN,NaN,NaN,NaN,0
1747130400,55100,55100,55100,55100,55141.13542570402,NaN,NaN,NaN,NaN,0
1747194300,55124.4,55258.4,55050,55180,55141.20096168744,NaN,NaN,NaN,NaN,0
1747195200,55181,55183,55015,55150,55139.96556753649,NaN,NaN,NaN,NaN,0
1747196100,55157.8,55159.8,54968.2,55055.6,55130.727550642085,NaN,NaN,NaN,NaN,0
1747197000,55059.2,55175,55054.2,55175,55133.05908661201,NaN,NaN,NaN,NaN,0
1747197900,55170.4,55192.8,55113.6,55129,55131.58637654901,NaN,NaN,NaN,NaN,0
1747198800,55129,55140,55055,55135,55131.165750034095,NaN,NaN,NaN,NaN,0
1747199700,55135,55137,55035,55035,55121.879692972914,NaN,NaN,NaN,NaN,0
1747200600,55046.2,55102.8,55022.2,55090,55117.800476238124,NaN,NaN,NaN,NaN,0
1747201500,55090,55120,55058,55110.4,55115.96566815036,NaN,NaN,NaN,NaN,0
1747202400,55100,55120,55012,55020.2,55106.07080063222,NaN,NaN,NaN,NaN,0
1747203300,55031.4,55031.4,54912.4,54959.4,55091.06856534803,NaN,NaN,NaN,NaN,0
1747204200,54959.8,54979,54890.8,54949.8,55075.68599590108,NaN,NaN,NaN,NaN,0
1747205100,54940.2,54950.8,54892.4,54920,55058.189776250845,NaN,NaN,NaN,NaN,0
1747206000,54920,54930,54760.2,54804.8,55031.10293274816,NaN,NaN,NaN,NaN,0
1747206900,54800,54815.6,54576.8,54662.2,54992.20004423411,NaN,NaN,NaN,NaN,0
1747207800,54665.4,54789,54654.4,54750,54962.83637156988,NaN,NaN,NaN,NaN,0
1747208700,54746.6,54795.6,54654,54766.6,54936.74126285015,NaN,NaN,NaN,NaN,0
1747209600,54766,54770.6,54712.2,54721,54908.65255102176,NaN,NaN,NaN,NaN,0
1747210500,54720.2,54744.8,54675.4,54691.2,54880.00722746273,NaN,NaN,NaN,NaN,0
1747211400,54680.8,54737.4,54657,54737.4,54858.03405767348,NaN,NaN,NaN,NaN,0
1747212300,54735,54827,54708.2,54785.2,54842.82135432912,NaN,NaN,NaN,NaN,0
1747213200,54789.8,54830,54659.8,54777,54829.19366267279,NaN,NaN,NaN,NaN,0
1747214100,54777,54837.6,54760,54814.4,54821.15325360607,NaN,NaN,NaN,NaN,0
1747215000,54812.6,54924,54800,54899,54822.77010852099,NaN,NaN,NaN,NaN,0
1747215900,54896.4,54997.8,54836,54972,54832.773133891904,NaN,NaN,NaN,NaN,0
1747216800,54972,54972,54972,54972,54843.90579964523,NaN,NaN,NaN,NaN,0
1747280700,54970,54991,54729,54755,54835.94363336205,NaN,NaN,NaN,NaN,0
1747281600,54753,54785,54669.2,54700,54823.274765071365,NaN,NaN,NaN,NaN,0
1747282500,54692.4,54775,54625,54738.2,54814.51415501435,NaN,NaN,NaN,NaN,0
1747283400,54737.6,54762,54656.6,54737.8,54806.22364322266,NaN,NaN,NaN,NaN,0
1747284300,54728.6,54752.8,54685,54730.6,54797.510558395596,NaN,NaN,NaN,NaN,0
1747285200,54727,55098,54727,54971,54811.23544013481,NaN,NaN,NaN,NaN,0
1747286100,54970,55030,54880,55015,54829.29678062451,NaN,NaN,NaN,NaN,0
1747287000,55010,55019.8,54769.8,54789.2,54826.917821411145,NaN,NaN,NaN,NaN,0
1747287900,54796.6,54878,54778,54819.6,54827.0755221195,NaN,NaN,NaN,NaN,0
1747288800,54805,54825.2,54760,54819.4,54827.03864784253,NaN,NaN,NaN,NaN,0
1747289700,54811.4,54840,54775,54817.2,54826.759850556096,NaN,NaN,NaN,NaN,0
1747290600,54790.6,54931.2,54790,54886.4,54832.69608582282,NaN,NaN,NaN,NaN,0
1747291500,54886.8,54971.2,54817.6,54820,54832.38042241025,NaN,NaN,NaN,NaN,0
1747292400,54821.8,54937.8,54820,54830.4,54832.82482872441,NaN,NaN,NaN,NaN,0
1747293300,54835,54900,54830,54889,54838.55619087877,NaN,NaN,NaN,NaN,0
1747294200,54887.2,55150,54887.2,55150,54868.02305691619,NaN,NaN,NaN,NaN,0
1747295100,55144.4,55235,55076.4,55204.4,54901.83932326834,NaN,NaN,NaN,NaN,0
1747296000,55210,55329.6,55210,55295,54942.99016425885,NaN,NaN,NaN,NaN,0
1747296900,55300,55411,55300,55384.8,54990.98301305402,NaN,NaN,NaN,NaN,0
1747297800,55397,55480,55322.6,55464,55044.24987422017,NaN,NaN,NaN,NaN,0
1747298700,55462.4,55499.6,55421.2,55485,55096.78179911709,NaN,NaN,NaN,NaN,0
1747299600,55481.4,55493,55346.2,55414.4,55139.67826643124,NaN,NaN,NaN,NaN,0
1747300500,55403.6,55437.2,55352.4,55409.8,55178.6420368839,NaN,NaN,NaN,NaN,0
1747301400,55412,55449,55355.8,55430.2,55215.68484693574,NaN,NaN,NaN,NaN,0
1747302300,55422,55425.6,55373.4,55375,55243.77844105775,NaN,NaN,NaN,NaN,0
1747303200,55376,55376,55376,55376,55268.13987070531,NaN,NaN,NaN,NaN,0
1747367100,55405.4,55600,55252.6,55439.8,55294.794974406315,NaN,NaN,NaN,NaN,0
1747368000,55425.2,55532.4,55312.8,55369.6,55312.01044562436,NaN,NaN,NaN,NaN,0
1747368900,55377,55420,55305,55344.4,55323.9053418962,NaN,NaN,NaN,NaN,0
1747369800,55340,55447,55336,55430.6,55340.89387375467,NaN,NaN,NaN,NaN,0
1747370700,55412.6,55500,55386,55420.6,55354.61578164312,NaN,NaN,NaN,NaN,0
1747371600,55424.2,55473.4,55394.4,55450.8,55369.03064111706,NaN,NaN,NaN,NaN,0
1747372500,55445.2,55469.4,55407,55469.4,55383.025082651664,NaN,NaN,NaN,NaN,0
1747373400,55466,55467,55364.6,55411.8,55390.153496379666,NaN,NaN,NaN,NaN,0
1747374300,55415,55431.2,55367.2,55390.8,55394.28296577988,NaN,NaN,NaN,NaN,0
1747375200,55384,55460,55370,55413.2,55399.2111408731,NaN,NaN,NaN,NaN,0
1747376100,55430,55451.8,55400,55409.8,55402.841933894284,NaN,NaN,NaN,NaN,0
1747377000,55409.8,55440,55382.2,55386.6,55403.543839280486,NaN,NaN,NaN,NaN,0
1747377900,55386.2,55414.8,55377,55390.4,55403.85802777168,NaN,NaN,NaN,NaN,0
1747378800,55398,55485.6,55353,55483.2,55412.246057784214,NaN,NaN,NaN,NaN,0
1747379700,55485,55524,55430,55450.2,55417.19075507215,NaN,NaN,NaN,NaN,0
1747380600,55446.6,55493.4,55434,55460.4,55422.584446820016,NaN,NaN,NaN,NaN,0
1747381500,55464,55510,55449.4,55506,55431.434248980986,NaN,NaN,NaN,NaN,0
1747382400,55505.2,55522.8,55454,55459.6,55435.64159309328,NaN,NaN,NaN,NaN,0
1747383300,55460,55489,55425,55479.8,55441.19820741001,NaN,NaN,NaN,NaN,0
1747384200,55476.4,55519.8,55466,55481.6,55446.424997460585,NaN,NaN,NaN,NaN,0
1747385100,55475.6,55500,55467,55488,55451.74210908584,NaN,NaN,NaN,NaN,0
1747386000,55487.8,55510,55455,55506.2,55458.28481346949,NaN,NaN,NaN,NaN,0
1747386900,55506.8,55508,55460.8,55491.2,55463.104018683,NaN,NaN,NaN,NaN,0
1747387800,55493.4,55525,55470.4,55500,55468.24088029942,NaN,NaN,NaN,NaN,0
1747388700,55500,55517.8,55475.4,55515,55474.224407098125,NaN,NaN,NaN,NaN,0
1747389600,55516.2,55516.2,55516.2,55516.2,55479.88737407639,NaN,NaN,NaN,NaN,0
1747626300,55536.2,55618,55403.4,55530,55486.28516047869,NaN,NaN,NaN,NaN,0
1747627200,55510.2,55642.8,55471,55519.8,55491.1465330629,NaN,NaN,NaN,NaN,0
1747628100,55519.6,55568.6,55480,55500,55493.78037651081,NaN,NaN,NaN,NaN,0
1747629000,55495,55595.4,55480,55585,55503.69525478593,NaN,NaN,NaN,NaN,0
1747629900,55587.2,55701,55575,55643.2,55518.2962704506,NaN,NaN,NaN,NaN,0
1747630800,55648.8,55718.6,55638,55675.2,55535.23677216415,NaN,NaN,NaN,NaN,0
1747631700,55675.2,55790.8,55657,55761.2,55559.23090876166,NaN,NaN,NaN,NaN,0
1747632600,55764.6,55782.8,55722,55741.8,55580.47182724144,NaN,NaN,NaN,NaN,0
1747633500,55750,55799,55730,55740,55600.42673953166,NaN,NaN,NaN,NaN,0
1747634400,55745,55779.2,55725,55725.4,55617.68729337176,NaN,NaN,NaN,NaN,0
1747635300,55739.2,55767.8,55725,55731,55633.91939824785,NaN,NaN,NaN,NaN,0
1747636200,55729.8,55746.8,55680,55738.6,55649.28454007534,NaN,NaN,NaN,NaN,0
1747637100,55737.2,55800,55700,55785,55667.322567227675,NaN,NaN,NaN,NaN,0
1747638000,55785,55831.4,55770.6,55780,55683.291838221565,NaN,NaN,NaN,NaN,0
1747638900,55780,55809.8,55767.4,55787.2,55698.191791641715,NaN,NaN,NaN,NaN,0
1747639800,55780,55785,55692.2,55718.4,55705.3024089817,NaN,NaN,NaN,NaN,0
1747640700,55711.6,55752,55690,55712.2,55710.36559185569,NaN,NaN,NaN,NaN,0
1747641600,55715,55736.4,55650,55652.6,55708.64528835921,NaN,NaN,NaN,NaN,0
1747642500,55651,55662,55613.8,55628.8,55703.76250632438,NaN,NaN,NaN,NaN,0
1747643400,55628,55630,55472,55510.6,55687.30097234377,NaN,NaN,NaN,NaN,0
1747644300,55523,55576.4,55493,55509,55670.29489460963,NaN,NaN,NaN,NaN,0
1747645200,55519,55555,55491.2,55520,55654.314692296786,NaN,NaN,NaN,NaN,0
1747646100,55518,55518,55422,55481.2,55635.17837663518,NaN,NaN,NaN,NaN,0
1747647000,55480.8,55552.6,55464,55512,55619.608269159464,NaN,NaN,NaN,NaN,0
1747647900,55515,55538,55500,55512.2,55605.04743154619,NaN,NaN,NaN,NaN,0
1747712700,55700,55701.6,55365.4,55366.4,55578.35283273547,NaN,NaN,NaN,NaN,0
1747713600,55365.2,55428.8,55290,55315.4,55548.3976642222,NaN,NaN,NaN,NaN,0
1747714500,55308.2,55335.4,55270.6,55329.8,55521.40953589319,NaN,NaN,NaN,NaN,0
1747715400,55329.8,55358.4,55299,55335,55496.8187177788,NaN,NaN,NaN,NaN,0
1747716300,55344.2,55346.8,55285.6,55334.8,55474.29179186156,NaN,NaN,NaN,NaN,0
1747717200,55332.2,55425,55316.2,55420,55461.55891696084,NaN,NaN,NaN,NaN,0
1747718100,55415,55474.8,55375,55399.6,55449.00396187242,NaN,NaN,NaN,NaN,0
1747719000,55400,55427.6,55342,55372.8,55435.94413737583,NaN,NaN,NaN,NaN,0
1747719900,55360,55368.4,55301,55312,55419.0669250906,NaN,NaN,NaN,NaN,0
1747720800,55304.8,55334.6,55231.4,55255.4,55398.79100212203,NaN,NaN,NaN,NaN,0
1747721700,55260,55320,55245.2,55299,55384.1709808133,NaN,NaN,NaN,NaN,0
1747722600,55299,55344.4,55280.2,55290,55370.37121985748,NaN,NaN,NaN,NaN,0
1747723500,55299.2,55346.4,55286.8,55315.2,55360.391727343864,NaN,NaN,NaN,NaN,0
1747724400,55318,55360,55301.2,55331.4,55353.30301603857,NaN,NaN,NaN,NaN,0
1747725300,55329,55332.6,55201.2,55225,55337.73738524337,NaN,NaN,NaN,NaN,0
1747726200,55225.2,55254.2,55156.6,55175.8,55318.90464723692,NaN,NaN,NaN,NaN,0
1747727100,55175.8,55216.8,55130.2,55206.2,55304.07070667496,NaN,NaN,NaN,NaN,0
1747728000,55200,55220,55140.2,55153.4,55285.777351986704,NaN,NaN,NaN,NaN,0
1747728900,55153.4,55239,55151,55200,55273.02724701586,NaN,NaN,NaN,NaN,0
1747729800,55181.2,55197,55115,55133,55255.5540593136,NaN,NaN,NaN,NaN,0
1747730700,55128.2,55149.4,55050,55056,55232.40645062702,NaN,NaN,NaN,NaN,0
1747731600,55069.8,55113.8,55035,55042,55209.54185839663,NaN,NaN,NaN,NaN,0
1747732500,55033,55106,55032.6,55035,55187.5615826137,NaN,NaN,NaN,NaN,0
1747733400,55031,55173.2,55030,55132.8,55176.12954303064,NaN,NaN,NaN,NaN,0
1747734300,55132.6,55139.4,55073.6,55087,55162.23476161204,NaN,NaN,NaN,NaN,0
1747799100,55201,55201,55037,55076.2,55148.9115604655,NaN,NaN,NaN,NaN,0
1747800000,55076.2,55221,55028.4,55191,55147.60599525881,NaN,NaN,NaN,NaN,0
1747800900,55210,55285,55200,55239,55152.251457207094,NaN,NaN,NaN,NaN,0
1747801800,55230.2,55373,55230.2,55373,55170.24297375647,NaN,NaN,NaN,NaN,0
1747802700,55373.6,55427,55329.4,55363,55187.94474872554,NaN,NaN,NaN,NaN,0
1747803600,55355.4,55450,55355.4,55400.2,55209.19775764846,NaN,NaN,NaN,NaN,0
1747804500,55405.4,55426.4,55345.6,55350,55225.58420863368,NaN,NaN,NaN,NaN,0
1747805400,55356.2,55373.2,55267,55321.2,55238.562209291784,NaN,NaN,NaN,NaN,0
1747806300,55324.8,55350,55270,55271.4,55246.11214538654,NaN,NaN,NaN,NaN,0
1747807200,55280,55294,55191.8,55209.6,55247.010565499346,NaN,NaN,NaN,NaN,0
1747808100,55210.4,55219.4,55100,55126,55239.32451352708,NaN,NaN,NaN,NaN,0
1747809000,55126.6,55130.2,54869.2,54900,55210.229946562074,NaN,NaN,NaN,NaN,0
1747809900,54905,54980,54773,54934.8,55183.8060496015,NaN,NaN,NaN,NaN,0
1747810800,54935.4,55096,54935,55003.6,55163.80873974674,NaN,NaN,NaN,NaN,0
1747811700,54995,55024,54920,55014.6,55145.39040936606,NaN,NaN,NaN,NaN,0
1747812600,55016.6,55100,55010,55085,55134.33519734246,NaN,NaN,NaN,NaN,0
1747813500,55100,55196.8,55050,55051.4,55121.531860568415,NaN,NaN,NaN,NaN,0
1747814400,55050,55130.6,55017,55028,55107.92062378074,NaN,NaN,NaN,NaN,0
1747815300,55025,55090,55024.4,55071,55099.527173211885,NaN,NaN,NaN,NaN,0
1747816200,55071,55090,54975.2,55088,55094.09798487313,NaN,NaN,NaN,NaN,0
1747817100,55095,55141.2,55064.8,55110.4,55091.89599793635,NaN,NaN,NaN,NaN,0
1747818000,55110.4,55158,55101.2,55110,55090.841018181556,NaN,NaN,NaN,NaN,0
1747818900,55106.8,55141.8,55102.2,55117,55091.40865695702,NaN,NaN,NaN,NaN,0
1747819800,55117,55180,55111.8,55115.8,55092.55448401679,NaN,NaN,NaN,NaN,0
1747820700,55117,55163,55112.2,55126.6,55095.17092084939,NaN,NaN,NaN,NaN,0
1747821600,55130,55130,55130,55130,55098.274000877354,NaN,NaN,NaN,NaN,0
1747885500,54944.8,55061,54861,54902,55080.805767283775,NaN,NaN,NaN,NaN,0
1747886400,54888.6,54967,54850.6,54959.8,55068.78774827231,NaN,NaN,NaN,NaN,0
1747887300,54960,54989.6,54906,54989.6,55059.67294963806,NaN,NaN,NaN,NaN,0
1747888200,54980,55009,54920,54970,55049.18017499258,NaN,NaN,NaN,NaN,0
1747889100,54975,55015,54937,54940,55036.35865560784,NaN,NaN,NaN,NaN,0
1747890000,54940,54983,54890.6,54915,55021.98945041345,NaN,NaN,NaN,NaN,0
1747890900,54907.2,54944.6,54886,54913.4,55008.26693839124,NaN,NaN,NaN,NaN,0
1747891800,54916.2,54940,54882,54884.6,54992.94427126334,NaN,NaN,NaN,NaN,0
1747892700,54885.8,54910.4,54830.4,54854.4,54975.9563454524,NaN,NaN,NaN,NaN,0
1747893600,54840.2,54854,54705,54769.2,54952.41907180076,NaN,NaN,NaN,NaN,0
1747894500,54759.8,54828,54731.2,54786.2,54931.81023779649,NaN,NaN,NaN,NaN,0
1747895400,54789.4,54809.6,54750.6,54769.8,54911.26157359803,NaN,NaN,NaN,NaN,0
1747896300,54766,54766,54730,54750.6,54890.794319270426,NaN,NaN,NaN,NaN,0
1747897200,54750,54799,54750,54788.8,54875.3631930005,NaN,NaN,NaN,NaN,0
1747898100,54774,54782,54700,54779.8,54860.686998052755,NaN,NaN,NaN,NaN,0
1747899000,54768,54797.2,54744.2,54782.6,54847.915500839306,NaN,NaN,NaN,NaN,0
1747899900,54795,54836,54788,54815.2,54839.63860479602,NaN,NaN,NaN,NaN,0
1747900800,54814.4,54825.2,54760,54780,54829.70737964756,NaN,NaN,NaN,NaN,0
1747901700,54780,54823.2,54770.2,54774.2,54820.64144722468,NaN,NaN,NaN,NaN,0
1747902600,54778.2,54820,54765.2,54785.4,54813.78190327597,NaN,NaN,NaN,NaN,0
1747903500,54778.8,54810,54721.2,54775.2,54807.09241792583,NaN,NaN,NaN,NaN,0
1747904400,54780,54929.4,54746.6,54902.6,54812.984636246176,NaN,NaN,NaN,NaN,0
1747905300,54902.6,55088,54847.4,55040,54832.19300589005,NaN,NaN,NaN,NaN,0
1747906200,55040,55120,55030,55069.4,54854.473069189924,NaN,NaN,NaN,NaN,0
1747907100,55061,55094.8,55036.2,55090,54878.556971081984,NaN,NaN,NaN,NaN,0
1747971900,55149,55200,54941.4,55052.8,54898.69390773199,NaN,NaN,NaN,NaN,0
1747972800,55042.6,55265,55020,55265,54937.246857619364,55020,NaN,NaN,NaN,0
1747973700,55275,55319.4,55210.2,55246.2,54973.002698942495,NaN,NaN,NaN,NaN,0
1747974600,55240.6,55293.4,55226.8,55274,55009.30772669438,NaN,NaN,NaN,NaN,0
1747975500,55274,55276,55119,55130.6,55030.22215511022,NaN,NaN,NaN,NaN,0
1747976400,55133.8,55210,55075,55210,55055.93179576322,NaN,NaN,NaN,NaN,0
1747977300,55211.2,55444,55200,55392.2,55095.76381999687,NaN,NaN,55444,NaN,0
1747978200,55384.2,55449,55370,55406.2,55134.21889171924,NaN,NaN,NaN,NaN,0
1747979100,55427.8,55488.2,55380,55471.4,55175.72592950266,NaN,NaN,NaN,NaN,0
1747980000,55487.8,55559.4,55426.8,55438.8,55211.22290817082,NaN,NaN,NaN,NaN,0
1747980900,55447.8,55447.8,55315,55360,55236.369112659326,NaN,NaN,NaN,NaN,0
1747981800,55360,55398,55320,55350.4,55257.56849096562,NaN,NaN,NaN,NaN,0
1747982700,55350,55465,55345.2,55449,55284.70269586915,NaN,NaN,NaN,NaN,0
1747983600,55447,55519.8,55440,55440,55308.16592408066,NaN,NaN,NaN,NaN,0
1747984500,55440,55511,55438.6,55460.4,55330.770991993195,NaN,NaN,NaN,NaN,0
1747985400,55453,55510,55453,55465,55351.15733342235,NaN,NaN,NaN,NaN,0
1747986300,55465.8,55535,55437.2,55489.2,55371.342214533885,NaN,NaN,NaN,NaN,0
1747987200,55488.8,55515,55405,55438,55384.587724658704,NaN,NaN,NaN,NaN,0
1747988100,55428.2,55498,55400.2,55490,55400.45174229806,NaN,NaN,NaN,NaN,0
1747989000,55489.8,55531.2,55476.2,55486.6,55414.164582293386,NaN,NaN,NaN,NaN,0
1747989900,55486.6,55530,55460.4,55496,55427.00074519831,NaN,NaN,NaN,NaN,0
1747990800,55503.4,55503.4,55422,55425.6,55431.81157362178,NaN,NaN,NaN,NaN,0
1747991700,55425,55484.8,55413,55443.4,55436.85878672885,NaN,NaN,NaN,NaN,0
1747992600,55443.4,55499,55442,55481.2,55444.013284867964,NaN,NaN,NaN,NaN,0
1747993500,55490.2,55520,55474.6,55519,55453.46683062773,NaN,NaN,NaN,NaN,0
1747994400,55519.8,55519.8,55519.8,55519.8,55462.110963303036,NaN,NaN,NaN,NaN,0
1748231100,55586.4,55939.6,55586.2,55925.4,55506.92118424901,55586.2,NaN,NaN,NaN,0
1748232000,55928.6,55971.2,55885,55930,55551.16317579024,NaN,NaN,NaN,NaN,0
1748232900,55921,55980,55851,55889.2,55589.84951083478,NaN,NaN,NaN,NaN,0
1748233800,55900,55900,55805,55831.8,55621.35075111124,NaN,NaN,NaN,NaN,0
1748234700,55846,55869,55500,55609,55630.1894908718,NaN,NaN,NaN,NaN,0
1748235600,55606.8,55606.8,55357,55509.8,55627.80577757175,NaN,55606.8,55606.8,NaN,0
1748236500,55506.8,55585.8,55444.4,55530,55625.031749483256,NaN,NaN,NaN,NaN,0
1748237400,55518,55550,55497,55518,55619.21023899817,NaN,NaN,NaN,NaN,0
1748238300,55522,55643.4,55479,55522,55612.461602398944,NaN,NaN,NaN,NaN,0
1748239200,55530.4,55543.8,55460.2,55510.2,55603.68888765152,NaN,NaN,NaN,NaN,0
1748240100,55520.8,55644,55517.2,55606,55603.230173122116,NaN,NaN,NaN,55517.2,0
1748241000,55606,55641,55561,55595,55601.68162778597,NaN,NaN,NaN,NaN,0
1748241900,55593,55682.8,55557,55660,55606.043288427616,NaN,NaN,NaN,NaN,0
1748242800,55660,55670,55531.6,55531.6,55598.63627661682,NaN,NaN,NaN,NaN,0
1748243700,55531.4,55594.4,55500.2,55569,55594.82669966026,NaN,NaN,NaN,NaN,0
1748244600,55569,55625,55534.2,55577.6,55592.05675486728,NaN,NaN,NaN,NaN,0
1748245500,55578.4,55584,55527.6,55569,55588.82368318722,NaN,NaN,NaN,NaN,0
1748246400,55569,55613.2,55557,55606,55589.274603374484,NaN,NaN,NaN,NaN,0
1748247300,55596.4,55625,55560,55580,55587.737722212376,NaN,NaN,NaN,NaN,0
1748248200,55574.8,55613.6,55548,55594.8,55587.74340305276,NaN,NaN,NaN,NaN,0
1748249100,55592.6,55595.6,55520,55550.4,55583.934211798645,NaN,NaN,NaN,NaN,0
1748250000,55548.8,55620,55538,55586.2,55583.58073800984,NaN,NaN,NaN,NaN,0
1748250900,55588.6,55657.8,55573.2,55619.4,55586.5302473298,NaN,NaN,NaN,NaN,0
1748251800,55633.4,55710,55633.4,55672,55594.35979953771,NaN,NaN,NaN,NaN,0
1748252700,55681.8,55709,55664,55697.4,55604.45413650795,NaN,NaN,NaN,NaN,0
1748253600,55697.4,55697.4,55697.4,55697.4,55614.34507876785,NaN,NaN,NaN,NaN,0
1748317500,55590.8,55644.8,55215.2,55232.6,55581.54269829026,NaN,55644.8,NaN,NaN,0
1748318400,55230.4,55354.2,55118.8,55292.4,55553.56343999081,NaN,NaN,NaN,NaN,0
1748319300,55299,55299,55155.8,55189.8,55516.68830532891,NaN,NaN,NaN,NaN,0
1748320200,55188.2,55257.8,55069.2,55200,55481.732185180605,NaN,NaN,NaN,NaN,0
1748321100,55192.6,55217,55130,55160,55444.6259551272,NaN,NaN,NaN,NaN,0
1748322000,55160,55259,55144.8,55189.8,55412.37869403373,NaN,NaN,NaN,55144.8,0
1748322900,55189.8,55265.8,55167,55230,55386.10474015188,NaN,NaN,NaN,NaN,0
1748323800,55230,55467.4,55202.2,55433,55380.71530935783,NaN,NaN,NaN,NaN,0
1748324700,55429,55874.8,55429,55874.8,55417.99942423821,55429,NaN,NaN,NaN,0
1748325600,55880,55940,55698,55745.2,55445.25650759855,NaN,NaN,NaN,NaN,0
1748326500,55733.4,55815.6,55636,55762,55475.011109919025,NaN,NaN,NaN,NaN,0
1748327400,55763.8,55809,55700.2,55761.6,55504.8041812061,NaN,NaN,NaN,NaN,0
1748328300,55762.8,55788.6,55591,55650.6,55523.999877614544,NaN,NaN,NaN,NaN,0
1748329200,55621,55724.2,55510,55675.4,55544.33978517807,NaN,NaN,55724.2,NaN,0
1748330100,55675.4,55709.8,55591,55616.2,55558.054139764914,NaN,NaN,NaN,NaN,0
1748331000,55616.2,55660,55575,55613,55569.78143680086,NaN,NaN,NaN,NaN,0
1748331900,55615,55636,55480.2,55550,55574.05187910618,NaN,NaN,NaN,NaN,0
1748332800,55545,55625.6,55525,55625,55583.54760037794,NaN,NaN,NaN,NaN,0
1748333700,55625.6,55719,55448.2,55450.6,55575.6079677371,NaN,NaN,NaN,NaN,0
1748334600,55457.4,55466.8,55362.2,55420.6,55563.74235633422,NaN,NaN,NaN,NaN,0
1748335500,55425,55466.8,55257,55303.8,55540.396923690496,NaN,55466.8,NaN,NaN,0
1748336400,55300,55432.2,55290.2,55428.4,55528.17264943637,NaN,NaN,NaN,NaN,0
1748337300,55430,55472,55400,55472,55520.03962603237,NaN,NaN,NaN,NaN,0
1748338200,55478,55519.8,55425,55494.8,55514.40207323503,NaN,NaN,NaN,NaN,0
1748339100,55497.4,55510,55428.4,55428.4,55503.2801139464,NaN,NaN,NaN,NaN,0
1748340000,55432.2,55432.2,55432.2,55432.2,55493.25152967164,NaN,NaN,NaN,55432.2,0
1748403900,55424.4,55575,55290.4,55345,55476.16614843587,NaN,NaN,NaN,NaN,0
1748404800,55337,55512,55321,55512,55475.888347187865,NaN,NaN,NaN,NaN,0
1748405700,55518.4,55548.2,55375.2,55452.2,55470.97270472148,NaN,NaN,NaN,NaN,0
1748406600,55461,55470,55350,55394.2,55461.72157610449,NaN,NaN,NaN,NaN,0
1748407500,55400,55410,55325.4,55370,55451.02141372487,NaN,NaN,NaN,NaN,0
1748408400,55370,55425,55305,55391.8,55443.14808526441,NaN,NaN,NaN,NaN,0
1748409300,55391.8,55481,55380.2,55454.2,55441.70845284115,NaN,NaN,NaN,NaN,0
1748410200,55454.2,55520,55415.2,55449,55440.46647026346,NaN,NaN,NaN,NaN,0
1748411100,55435,55487,55376.4,55419.2,55436.87133840772,NaN,NaN,NaN,NaN,0
1748412000,55404.4,55418.2,55355,55382,55429.91246036242,NaN,NaN,NaN,NaN,0
1748412900,55388.8,55420,55355,55379.6,55423.5326102806,NaN,NaN,NaN,NaN,0
1748413800,55377,55400.6,55350,55352,55415.17115500569,NaN,NaN,NaN,NaN,0
1748414700,55352,55384.8,55350,55371.2,55409.11307895539,NaN,NaN,NaN,NaN,0
1748415600,55371.2,55439.8,55371.2,55406.2,55406.936611137855,NaN,NaN,NaN,NaN,0
1748416500,55406.2,55507.2,55399.4,55462.2,55410.321315202564,NaN,NaN,NaN,NaN,0
1748417400,55461.6,55564,55459.8,55463.8,55414.32104399894,NaN,NaN,NaN,NaN,0
1748418300,55466.8,55480,55412,55453.2,55417.599457927594,NaN,NaN,NaN,NaN,0
1748419200,55452,55456,55389.2,55400,55416.22256925596,NaN,NaN,NaN,NaN,0
1748420100,55400,55430.6,55358.4,55405.8,55415.31503651151,NaN,NaN,NaN,NaN,0
1748421000,55395.4,55472,55380,55433,55417.13868423938,NaN,NaN,NaN,NaN,0
1748421900,55443.6,55462.6,55379.2,55379.2,55414.04693013657,NaN,NaN,NaN,NaN,0
1748422800,55379.2,55490,55366.6,55475,55419.78356648591,NaN,NaN,NaN,NaN,0
1748423700,55481,55498,55441.6,55463.4,55424.2088015727,NaN,NaN,NaN,NaN,0
1748424600,55480.2,55485.2,55419,55432.2,55425.604643467086,NaN,NaN,NaN,NaN,0
1748425500,55428.6,55475,55421.8,55459,55429.261610359295,NaN,NaN,NaN,NaN,0
1748426400,55459,55459,55459,55459,55432.82633807167,NaN,NaN,NaN,NaN,0
1748490300,55659.8,55747.8,55426.8,55506.2,55440.46000878025,55426.8,NaN,NaN,NaN,0
1748491200,55512.6,55547,55325,55427.8,55440.76638555391,NaN,NaN,NaN,NaN,0
1748492100,55427.8,55460,55346.8,55457.8,55443.265912576666,NaN,NaN,NaN,NaN,0
