timestamp,py_direction,tv_direction,_merge
2025-08-11 13:30:00+05:30,1,,left_only
2025-08-12 09:45:00+05:30,1,,left_only
2025-08-12 14:00:00+05:30,-1,,left_only
2025-08-14 12:45:00+05:30,1,,left_only
2025-08-19 09:30:00+05:30,-1,,left_only
2025-08-21 15:00:00+05:30,-1,,left_only
2025-08-22 10:15:00+05:30,-1,,left_only
2025-08-25 10:00:00+05:30,-1,,left_only
2025-08-26 15:00:00+05:30,-1,,left_only
2025-08-28 10:45:00+05:30,-1,,left_only
2025-08-28 14:45:00+05:30,-1,,left_only
2025-09-01 14:45:00+05:30,1,,left_only
2025-09-04 09:15:00+05:30,1,,left_only
2025-09-08 11:00:00+05:30,1,,left_only
2025-09-10 13:00:00+05:30,1,,left_only
2025-09-16 11:30:00+05:30,1,,left_only
2025-09-18 10:00:00+05:30,1,,left_only
2025-09-22 09:15:00+05:30,1,,left_only
2025-09-22 13:45:00+05:30,-1,,left_only
2025-09-23 09:15:00+05:30,-1,,left_only
2025-09-23 11:00:00+05:30,-1,,left_only
2025-09-24 09:30:00+05:30,-1,,left_only
2025-09-24 13:15:00+05:30,-1,,left_only
2025-09-25 13:00:00+05:30,1,,left_only
2025-09-26 10:45:00+05:30,-1,,left_only
2025-09-29 11:15:00+05:30,-1,,left_only
2025-09-29 13:00:00+05:30,-1,,left_only
2025-10-03 14:30:00+05:30,1,,left_only
2025-10-06 09:45:00+05:30,1,,left_only
2025-10-06 12:00:00+05:30,1,,left_only
2025-10-07 12:00:00+05:30,1,,left_only
2025-10-10 10:15:00+05:30,1,,left_only
2025-10-10 15:00:00+05:30,-1,,left_only
2025-10-15 10:00:00+05:30,1,,left_only
2025-10-16 14:00:00+05:30,1,,left_only
2025-10-17 10:00:00+05:30,1,,left_only
2025-10-17 13:00:00+05:30,-1,,left_only
2025-10-17 14:30:00+05:30,1,,left_only
2025-10-20 10:30:00+05:30,1,,left_only
2025-10-23 14:00:00+05:30,-1,,left_only
2025-10-24 10:00:00+05:30,-1,,left_only
2025-10-27 15:15:00+05:30,1,,left_only
2025-10-28 15:00:00+05:30,1,,left_only
2025-10-29 10:15:00+05:30,1,,left_only
2025-10-29 12:00:00+05:30,1,,left_only
2025-11-03 10:30:00+05:30,1,,left_only
2025-11-06 09:15:00+05:30,-1,,left_only
2025-11-06 11:00:00+05:30,-1,,left_only
