timestamp,open,high,low,close,prediction,signal_raw,start_long,start_short,end_long,end_short,filter_all,vol_filter,reg_filter,adx_filter,recent_atr,historical_atr,kernel_estimate,kernel_bullish,kernel_bearish,price_minus_kernel
2025-03-04 13:30:00+05:30,48465.0,48500.0,48410.0,48457.95,0.0,0,False,False,False,False,True,True,True,False,90.0,75.17290909090757,,False,False,
2025-03-04 13:45:00+05:30,48457.95,48519.55,48440.95,48505.2,0.0,0,False,False,False,False,True,True,True,False,78.60000000000582,75.51561818181739,,False,False,
2025-03-04 14:00:00+05:30,48502.2,48585.65,48482.0,48549.5,0.0,0,False,False,False,False,True,True,True,False,103.65000000000146,78.3290563636358,,False,False,
2025-03-04 14:15:00+05:30,48547.9,48550.9,48496.1,48510.6,0.0,0,False,False,False,False,False,False,True,False,54.80000000000291,75.97615072727251,,False,False,
2025-03-04 14:30:00+05:30,48512.95,48512.95,48421.85,48424.7,0.0,0,False,False,False,False,True,True,True,False,91.09999999999854,77.48853565454512,,False,False,
2025-03-04 14:45:00+05:30,48422.15,48423.05,48360.0,48380.7,0.0,0,False,False,False,False,False,False,True,False,64.69999999999709,76.20968208909031,,False,False,
2025-03-04 15:00:00+05:30,48383.0,48435.0,48363.25,48426.65,0.0,0,False,False,False,False,False,False,True,False,71.75,75.76371388018127,,False,False,
2025-03-04 15:15:00+05:30,48425.05,48540.0,48425.05,48492.0,0.0,0,False,False,False,False,True,True,True,False,114.94999999999709,79.68234249216286,,False,False,
2025-03-05 09:15:00+05:30,48492.0,48700.0,48433.15,48690.0,0.0,0,False,False,False,False,True,True,True,False,266.84999999999854,98.39910824294643,,False,False,
2025-03-05 09:30:00+05:30,48700.0,48748.45,48650.0,48721.0,0.0,0,False,False,False,False,True,True,True,False,98.44999999999709,98.40419741865149,,False,False,
2025-03-05 09:45:00+05:30,48721.0,48879.95,48712.15,48780.1,0.0,0,False,False,False,False,True,True,True,False,167.79999999999563,105.3437776767859,,False,False,
2025-03-05 10:00:00+05:30,48792.55,48829.95,48700.1,48710.6,0.0,0,False,False,False,False,False,True,False,False,129.84999999999854,107.79439990910717,,False,False,
2025-03-05 10:15:00+05:30,48722.3,48724.0,48599.05,48677.0,0.0,0,False,False,False,False,False,True,False,False,124.94999999999709,109.50995991819616,,False,False,
2025-03-05 10:30:00+05:30,48676.35,48749.0,48662.35,48693.55,0.0,0,False,False,False,False,False,False,False,False,86.65000000000146,107.2239639263767,48588.19139417113,False,False,105.35860582887108
2025-03-05 10:45:00+05:30,48695.75,48709.35,48650.0,48675.0,0.0,0,False,False,False,False,False,False,False,False,59.349999999998545,102.4365675337389,48601.942960759065,True,False,73.05703924093541
2025-03-05 11:00:00+05:30,48670.0,48710.05,48625.4,48672.45,0.0,0,False,False,False,False,False,False,False,False,84.65000000000146,100.65791078036514,48613.9030463642,True,False,58.54695363579958
2025-03-05 11:15:00+05:30,48670.15,48712.35,48660.0,48701.0,0.0,0,False,False,False,False,False,False,False,True,52.349999999998545,95.82711970232847,48626.92230101748,True,False,74.07769898251718
2025-03-05 11:30:00+05:30,48701.0,48811.9,48685.8,48778.1,0.0,0,False,False,False,False,False,True,False,True,126.09999999999854,98.85440773209548,48645.45445966692,True,False,132.6455403330765
2025-03-05 11:45:00+05:30,48789.0,48810.0,48764.0,48790.6,0.0,0,False,False,False,False,False,False,False,True,46.0,93.56896695888594,48663.6260807266,True,False,126.97391927339777
2025-03-05 12:00:00+05:30,48789.5,48810.0,48772.0,48797.2,0.0,0,False,False,False,False,False,False,False,True,38.0,88.01207026299736,48680.877176621514,True,False,116.32282337848301
2025-03-05 12:15:00+05:30,48787.35,48807.45,48757.05,48773.1,0.0,0,False,False,False,False,False,False,False,True,50.39999999999418,84.25086323669703,48694.41068181916,True,False,78.68931818084093
2025-03-05 12:30:00+05:30,48773.05,48808.0,48736.65,48736.65,0.0,0,False,False,False,False,False,False,False,True,71.34999999999854,82.96077691302717,48703.13499092118,True,False,33.515009078822914
2025-03-05 12:45:00+05:30,48746.2,48753.45,48673.05,48700.0,0.0,0,False,False,False,False,False,False,False,True,80.39999999999418,82.70469922172387,48707.125382235135,True,False,-7.125382235135476
2025-03-05 13:00:00+05:30,48704.0,48731.35,48628.2,48690.15,0.0,0,False,False,False,False,False,True,False,True,103.15000000000146,84.74922929955163,48708.97371000597,True,False,-18.823710005970497
2025-03-05 13:15:00+05:30,48700.0,48721.15,48651.1,48662.9,0.0,0,False,False,False,False,False,False,False,False,70.05000000000291,83.27930636959675,48707.30175716344,False,True,-44.40175716343947
2025-03-05 13:30:00+05:30,48661.0,48675.0,48577.1,48615.05,0.0,0,False,False,False,False,False,True,False,False,97.90000000000146,84.74137573263722,48700.4671125921,False,True,-85.41711259209842
2025-03-05 13:45:00+05:30,48604.05,48687.0,48601.45,48669.05,0.0,0,False,False,False,False,False,True,False,False,85.55000000000291,84.8222381593738,48697.97594097543,False,True,-28.92594097543042
2025-03-05 14:00:00+05:30,48669.2,48674.8,48631.15,48655.95,0.0,0,False,False,False,False,False,False,False,False,43.650000000001455,80.70501434343656,48693.98446539986,False,True,-38.0344653998618
2025-03-05 14:15:00+05:30,48656.0,48673.0,48595.0,48673.0,0.0,0,False,False,False,False,False,False,False,False,78.0,80.4345129090929,48691.41167794405,False,True,-18.411677944051917
2025-03-05 14:30:00+05:30,48673.0,48736.9,48640.2,48726.95,0.0,0,False,False,False,False,False,True,False,False,96.70000000000437,82.06106161818404,48693.7523591433,True,False,33.197640856698854
2025-03-05 14:45:00+05:30,48726.0,48745.65,48688.85,48736.85,0.0,0,False,False,False,False,False,False,False,False,56.80000000000291,79.53495545636592,48697.07638697218,True,False,39.77361302782083
2025-03-05 15:00:00+05:30,48737.4,48757.65,48702.1,48713.55,0.0,0,False,False,False,False,False,False,False,False,55.55000000000291,77.13645991072961,48698.3628320114,True,False,15.187167988602596
2025-03-05 15:15:00+05:30,48716.1,48729.95,48677.05,48729.95,0.0,0,False,False,False,False,False,False,False,False,52.89999999999418,74.71281391965607,48701.188292910745,True,False,28.761707089252013
2025-03-05 15:30:00+05:30,48730.0,48730.0,48730.0,48730.0,0.0,0,False,False,False,False,False,False,False,False,0.05000000000291038,67.24653252769076,48704.03727918174,True,False,25.962720818257367
2025-03-06 09:15:00+05:30,48894.7,49099.9,48750.5,48760.2,0.0,0,False,False,False,False,False,True,False,False,369.90000000000146,97.51187927492182,48709.59186613827,True,False,50.608133861729584
2025-03-06 09:30:00+05:30,48768.5,48794.9,48644.6,48691.9,0.0,0,False,False,False,False,False,True,False,False,150.3000000000029,102.79069134742994,48708.84744992939,False,True,-16.947449929386494
2025-03-06 09:45:00+05:30,48699.65,48725.0,48526.0,48670.0,0.0,0,False,False,False,False,False,True,False,False,199.0,112.41162221268696,48705.97081185411,False,True,-35.97081185410934
2025-03-06 10:00:00+05:30,48660.0,48760.0,48629.0,48719.7,0.0,0,False,False,False,False,False,True,False,False,131.0,114.27045999141828,48707.486309357744,True,False,12.213690642252914
2025-03-06 10:15:00+05:30,48720.0,48775.0,48688.7,48772.0,0.0,0,False,False,False,False,False,False,False,False,86.30000000000291,111.47341399227673,48713.64973281629,True,False,58.350267183712276
2025-03-06 10:30:00+05:30,48772.05,48801.0,48719.1,48774.6,0.0,0,False,False,False,False,False,False,False,False,81.90000000000146,108.51607259304919,48719.90837472627,True,False,54.69162527372828
2025-03-06 10:45:00+05:30,48774.7,48784.45,48701.0,48703.4,0.0,0,False,False,False,False,False,False,False,False,83.44999999999709,106.00946533374399,48719.492383927674,False,True,-16.092383927672927
2025-03-06 11:00:00+05:30,48700.95,48861.15,48688.0,48819.0,0.0,0,False,False,False,False,False,True,False,False,173.15000000000146,112.72351880036972,48729.31809312447,True,False,89.68190687552851
2025-03-06 11:15:00+05:30,48822.7,48826.05,48640.95,48675.0,0.0,0,False,False,False,False,False,True,False,False,185.10000000000582,119.96116692033334,48725.804973079445,False,True,-50.80497307944461
2025-03-06 11:30:00+05:30,48667.7,48725.0,48641.9,48715.4,0.0,0,False,False,False,False,False,False,False,False,83.09999999999854,116.27505022829988,48725.65964431545,False,True,-10.259644315447076
2025-03-06 11:45:00+05:30,48720.2,48780.0,48720.0,48740.05,0.0,0,False,False,False,False,False,False,False,False,64.59999999999854,111.10754520546975,48727.5238648853,True,False,12.52613511470554
2025-03-06 12:00:00+05:30,48740.05,48788.85,48720.0,48735.0,0.0,0,False,False,False,False,False,False,False,False,68.84999999999854,106.88179068492263,48728.73337693863,True,False,6.266623061368591
2025-03-06 12:15:00+05:30,48730.0,48771.55,48730.0,48750.7,0.0,0,False,False,False,False,False,False,False,False,41.55000000000291,100.34861161643066,48731.1866178362,True,False,19.51338216379372
2025-03-06 12:30:00+05:30,48751.75,48795.25,48731.25,48764.55,0.0,0,False,False,False,False,False,False,False,False,64.0,96.71375045478759,48734.7262643822,True,False,29.823735617799684
2025-03-06 12:45:00+05:30,48768.15,48794.05,48723.7,48744.25,0.0,0,False,False,False,False,False,False,False,False,70.35000000000582,94.07737540930941,48736.24571155686,True,False,8.004288443138648
2025-03-06 13:00:00+05:30,48739.6,48789.2,48735.0,48766.6,0.0,0,False,False,False,False,False,False,False,False,54.19999999999709,90.08963786837818,48739.60704750002,True,False,26.992952499975218
2025-03-06 13:15:00+05:30,48763.2,48782.65,48743.5,48759.6,0.0,0,False,False,False,False,False,False,False,False,39.150000000001455,84.9956740815405,48742.14421019871,True,False,17.4557898012863
2025-03-06 13:30:00+05:30,48751.1,48782.0,48728.5,48741.55,0.0,0,False,False,False,False,False,False,False,False,53.5,81.84610667338646,48742.841632026706,True,False,-1.2916320267031551
2025-03-06 13:45:00+05:30,48740.0,48788.0,48735.15,48740.15,0.0,0,False,False,False,False,False,False,False,False,52.849999999998545,78.94649600604767,48743.21612378605,True,False,-3.066123786047683
2025-03-06 14:00:00+05:30,48740.1,48812.0,48725.35,48778.05,0.0,0,False,False,False,False,False,True,False,True,86.65000000000146,79.71684640544305,48746.85496847168,True,False,31.195031528324762
2025-03-06 14:15:00+05:30,48770.0,48821.95,48765.0,48768.15,0.0,0,False,False,False,False,False,False,False,True,56.94999999999709,77.44016176489845,48749.42456396036,True,False,18.725436039640044
2025-03-06 14:30:00+05:30,48757.3,48817.0,48757.3,48802.6,0.0,0,False,False,False,False,False,False,False,True,59.69999999999709,75.66614558840831,48754.928788222045,True,False,47.67121177795343
2025-03-06 14:45:00+05:30,48802.1,48817.0,48751.8,48769.25,0.0,0,False,False,False,False,False,False,False,True,65.19999999999709,74.61953102956718,48757.18892201276,True,False,12.061077987236786
2025-03-06 15:00:00+05:30,48771.25,48798.0,48742.85,48790.35,0.0,0,False,False,False,False,False,False,False,True,55.150000000001455,72.67257792661061,48761.114457677926,True,False,29.235542322072433
2025-03-06 15:15:00+05:30,48794.95,48795.0,48772.0,48786.55,0.0,0,False,False,False,False,False,False,False,True,23.0,67.70532013394956,48764.4351707561,True,False,22.114829243902932
2025-03-06 15:30:00+05:30,48786.0,48786.0,48786.0,48786.0,0.0,0,False,False,False,False,False,False,False,True,0.5500000000029104,60.989788120554884,48767.427531415655,True,False,18.572468584345188
2025-03-07 09:15:00+05:30,48626.0,48785.0,48577.95,48614.0,0.0,0,False,False,False,False,False,True,False,True,208.0500000000029,75.69580930849969,48754.53854613645,False,True,-140.53854613644944
2025-03-07 09:30:00+05:30,48599.0,48671.9,48536.05,48594.7,0.0,0,False,False,False,False,False,True,False,True,135.84999999999854,81.71122837764958,48739.73408494684,False,True,-145.03408494684118
2025-03-07 09:45:00+05:30,48594.7,48683.35,48552.0,48683.35,0.0,0,False,False,False,False,False,True,False,True,131.34999999999854,86.67510553988447,48733.057801923846,False,True,-49.707801923847
2025-03-07 10:00:00+05:30,48681.35,48790.35,48641.0,48769.65,0.0,0,False,False,False,False,False,True,False,True,149.34999999999854,92.94259498589588,48734.49039456144,True,False,35.15960543855908
2025-03-07 10:15:00+05:30,48788.6,48877.0,48750.75,48830.05,0.0,0,False,False,False,False,False,True,False,True,126.25,96.2733354873063,48741.73105942839,True,False,88.31894057161117
2025-03-07 10:30:00+05:30,48837.35,48896.35,48812.0,48822.05,0.0,0,False,False,False,False,False,False,False,True,84.34999999999854,95.08100193857553,48748.49852564128,True,False,73.55147435872641
2025-03-07 10:45:00+05:30,48826.35,48867.95,48732.0,48732.0,0.0,0,False,False,False,False,False,True,False,False,135.9499999999971,99.16790174471768,48747.22021050184,False,True,-15.220210501836846
2025-03-07 11:00:00+05:30,48732.0,48860.0,48712.35,48841.95,0.0,0,False,False,False,False,False,True,False,False,147.65000000000146,104.01611157024607,48755.95893180845,True,False,85.99106819154986
2025-03-07 11:15:00+05:30,48842.05,48881.8,48775.8,48782.3,0.0,0,False,False,False,False,False,True,False,False,106.0,104.21450041322146,48759.25236718454,True,False,23.04763281546184
2025-03-07 11:30:00+05:30,48786.15,48819.95,48751.1,48781.4,0.0,0,False,False,False,False,False,False,False,False,68.84999999999854,100.67805037189916,48762.3130106482,True,False,19.086989351802913
2025-03-07 11:45:00+05:30,48777.55,48780.55,48680.0,48685.0,0.0,0,False,False,False,False,False,True,False,False,101.40000000000146,100.75024533470939,48756.42361734913,False,True,-71.42361734912993
2025-03-07 12:00:00+05:30,48680.0,48692.65,48613.05,48657.5,0.0,0,False,False,False,False,False,False,False,False,79.59999999999854,98.6352208012383,48747.85719650862,False,True,-90.35719650862302
2025-03-07 12:15:00+05:30,48654.4,48699.95,48625.0,48675.8,0.0,0,False,False,False,False,False,False,False,False,74.94999999999709,96.26669872111418,48740.89270885072,False,True,-65.09270885071601
2025-03-07 12:30:00+05:30,48673.4,48737.95,48665.05,48684.55,0.0,0,False,False,False,False,False,False,False,False,72.89999999999418,93.93002884900218,48734.80146017929,False,True,-50.25146017928637
2025-03-07 12:45:00+05:30,48685.05,48689.8,48588.7,48641.2,0.0,0,False,False,False,False,False,True,False,False,101.10000000000582,94.64702596410254,48724.97292586651,False,True,-83.7729258665131
2025-03-07 13:00:00+05:30,48641.2,48641.2,48560.25,48575.5,0.0,0,False,False,False,False,False,False,False,False,80.94999999999709,93.27732336769199,48709.50631067293,False,True,-134.00631067292852
2025-03-07 13:15:00+05:30,48580.4,48675.0,48575.0,48665.6,0.0,0,False,False,False,False,False,True,False,False,100.0,93.94959103092279,48702.711400358436,False,True,-37.111400358437095
2025-03-07 13:30:00+05:30,48660.0,48674.95,48623.45,48641.15,0.0,0,False,False,False,False,False,False,False,True,51.5,89.7046319278305,48694.34125841108,False,True,-53.19125841107598
2025-03-07 13:45:00+05:30,48640.05,48643.2,48510.0,48542.85,0.0,0,False,False,False,False,False,True,False,True,133.1999999999971,94.05416873504717,48677.76053960898,False,True,-134.9105396089799
2025-03-07 14:00:00+05:30,48554.95,48594.95,48550.15,48585.7,0.0,0,False,False,False,False,False,False,False,True,52.099999999998545,89.8587518615423,48665.88219007933,False,True,-80.1821900793293
2025-03-07 14:15:00+05:30,48592.0,48645.0,48575.45,48645.0,0.0,0,False,False,False,False,False,False,False,True,69.55000000000291,87.82787667538835,48660.31833412302,False,True,-15.318334123017848
2025-03-07 14:30:00+05:30,48647.0,48731.6,48640.25,48720.05,0.0,0,False,False,False,False,False,True,False,True,91.34999999999854,88.18008900784938,48662.51037825183,True,False,57.539621748175705
2025-03-07 14:45:00+05:30,48721.55,48771.0,48709.3,48768.0,0.0,0,False,False,False,False,False,False,False,True,61.69999999999709,85.53208010706415,48669.8887959994,True,False,98.11120400059735
2025-03-07 15:00:00+05:30,48758.65,48774.75,48686.45,48700.0,0.0,0,False,False,False,False,False,True,False,False,88.30000000000291,85.80887209635803,48671.72083637955,True,False,28.279163620449253
2025-03-07 15:15:00+05:30,48699.8,48700.0,48625.0,48626.05,0.0,0,False,False,False,False,False,False,False,False,75.0,84.72798488672223,48667.255918901785,False,True,-41.20591890178184
2025-03-07 15:30:00+05:30,48625.0,48625.0,48625.0,48625.0,0.0,0,False,False,False,False,False,False,False,False,1.0500000000029104,76.36018639805029,48663.00050113718,False,True,-38.000501137183164
2025-03-10 09:15:00+05:30,48489.9,48666.3,48489.9,48635.7,0.0,0,False,False,False,False,False,True,False,False,176.40000000000146,86.3641677582454,48659.98302874171,False,True,-24.283028741716407
2025-03-10 09:30:00+05:30,48648.95,48695.0,48540.35,48694.0,0.0,0,False,False,False,False,False,True,False,False,154.65000000000146,93.19275098242102,48662.48949349296,True,False,31.51050650703837
2025-03-10 09:45:00+05:30,48694.0,48702.95,48620.0,48654.0,0.0,0,False,False,False,False,False,False,False,True,82.94999999999709,92.16847588417862,48661.5414286847,False,True,-7.541428684700804
2025-03-10 10:00:00+05:30,48662.85,48668.0,48564.0,48579.95,0.0,0,False,False,False,False,False,True,False,True,104.0,93.35162829576076,48653.98544217138,False,True,-74.03544217138551
2025-03-10 10:15:00+05:30,48573.1,48615.65,48526.5,48589.9,0.0,0,False,False,False,False,False,False,False,True,89.15000000000146,92.93146546618483,48647.4640988036,False,True,-57.5640988035957
2025-03-10 10:30:00+05:30,48580.0,48650.0,48560.0,48650.0,0.0,0,False,False,False,False,False,False,False,True,90.0,92.63831891956634,48646.60304837884,False,True,3.396951621158223
2025-03-10 10:45:00+05:30,48649.95,48669.95,48615.05,48625.0,0.0,0,False,False,False,False,False,False,False,True,54.89999999999418,88.86448702760913,48643.7152756932,False,True,-18.715275693197327
2025-03-10 11:00:00+05:30,48615.05,48624.45,48568.35,48602.15,0.0,0,False,False,False,False,False,False,False,True,56.650000000001455,85.64303832484836,48638.99545874832,False,True,-36.84545874832111
2025-03-10 11:15:00+05:30,48583.05,48601.05,48555.95,48575.65,0.0,0,False,False,False,False,False,False,False,True,46.200000000004366,81.69873449236397,48632.140365326435,False,True,-56.490365326433675
2025-03-10 11:30:00+05:30,48578.85,48653.95,48578.85,48633.25,0.0,0,False,False,False,False,False,False,False,True,78.29999999999563,81.35886104312713,48630.8298602758,False,True,2.4201397241995437
2025-03-10 11:45:00+05:30,48636.65,48644.0,48580.05,48583.45,0.0,0,False,False,False,False,False,False,False,True,63.94999999999709,79.61797493881413,48625.34837045577,False,True,-41.898370455775876
2025-03-10 12:00:00+05:30,48583.4,48606.5,48560.35,48567.05,0.0,0,False,False,False,False,False,False,False,True,46.150000000001455,76.27117744493286,48618.72983277143,False,True,-51.679832771427755
2025-03-10 12:15:00+05:30,48565.2,48620.0,48532.0,48609.0,0.0,0,False,False,False,False,False,True,False,True,88.0,77.44405970043957,48616.30674375684,False,True,-7.306743756838841
2025-03-10 12:30:00+05:30,48613.0,48650.0,48601.2,48603.5,0.0,0,False,False,False,False,False,False,False,True,48.80000000000291,74.5796537303959,48613.78960986952,False,True,-10.289609869520064
2025-03-10 12:45:00+05:30,48605.1,48646.2,48590.55,48630.75,0.0,0,False,False,False,False,False,False,False,True,55.64999999999418,72.68668835735573,48614.12410113549,True,False,16.625898864513147
2025-03-10 13:00:00+05:30,48637.55,48685.0,48620.0,48645.35,0.0,0,False,False,False,False,False,False,False,True,65.0,71.91801952162015,48616.11593748933,True,False,29.234062510666263
2025-03-10 13:15:00+05:30,48657.8,48670.0,48640.25,48659.3,0.0,0,False,False,False,False,False,False,False,True,29.75,67.70121756945814,48619.62451261285,True,False,39.675487387154135
2025-03-10 13:30:00+05:30,48659.1,48674.1,48602.0,48603.05,0.0,0,False,False,False,False,False,True,False,True,72.09999999999854,68.14109581251218,48618.18318528545,False,True,-15.133185285449144
2025-03-10 13:45:00+05:30,48603.0,48619.5,48562.95,48616.0,0.0,0,False,False,False,False,False,False,False,True,56.55000000000291,66.98198623126125,48617.99975000449,False,True,-1.9997500044919434
2025-03-10 14:00:00+05:30,48618.0,48636.0,48595.4,48616.65,0.0,0,False,False,False,False,False,False,False,True,40.599999999998545,64.34378760813497,48617.931485005094,False,True,-1.2814850050926907
2025-03-10 14:15:00+05:30,48605.55,48616.0,48260.25,48273.0,0.0,0,False,False,False,False,True,True,True,True,356.40000000000146,93.54940884732163,48586.732920791575,False,True,-313.73292079157545
2025-03-10 14:30:00+05:30,48260.0,48355.25,48220.0,48309.3,0.0,0,False,False,False,False,False,True,False,True,135.25,97.71946796258946,48559.075273250804,False,True,-249.77527325080155
2025-03-10 14:45:00+05:30,48307.35,48353.3,48270.6,48337.0,0.0,0,False,False,False,False,False,False,False,True,82.70000000000437,96.21752116633095,48534.61240535232,False,True,-197.61240535232355
2025-03-10 15:00:00+05:30,48345.15,48364.0,48290.45,48332.05,0.0,0,False,False,False,False,False,False,False,True,73.55000000000291,93.95076904969815,48510.743395176585,False,True,-178.69339517658227
2025-03-10 15:15:00+05:30,48336.95,48360.0,48250.0,48260.0,0.0,0,False,False,False,False,False,True,False,True,110.0,95.55569214472834,48481.680103751365,False,True,-221.6801037513651
2025-03-10 15:30:00+05:30,48251.0,48251.0,48251.0,48251.0,0.0,0,False,False,False,False,False,False,False,True,9.0,86.9001229302555,48453.428489189064,False,True,-202.42848918906384
2025-03-11 09:15:00+05:30,47999.95,48066.05,47751.6,47830.0,0.0,0,False,False,False,False,True,True,True,True,499.40000000000146,128.15011063723009,48388.908930837,False,True,-558.9089308370021
2025-03-11 09:30:00+05:30,47830.0,47915.0,47766.7,47900.0,0.0,0,False,False,False,False,False,True,False,True,148.3000000000029,130.16509957350735,48333.14017153798,False,True,-433.1401715379834
2025-03-11 09:45:00+05:30,47896.85,47956.0,47846.0,47915.0,0.0,0,False,False,False,False,False,False,False,True,110.0,128.1485896161566,48281.78845650365,False,True,-366.7884565036511
2025-03-11 10:00:00+05:30,47924.85,47949.0,47880.05,47919.0,0.0,0,False,False,False,False,False,False,False,True,68.94999999999709,122.22873065454067,48234.3309024367,False,True,-315.3309024366972
2025-03-11 10:15:00+05:30,47918.25,47989.85,47890.8,47955.0,0.0,0,False,False,False,False,False,False,False,True,99.04999999999563,119.91085758908616,48193.99940553598,False,True,-238.99940553597844
2025-03-11 10:30:00+05:30,47961.65,48013.75,47908.0,48013.7,0.0,0,False,False,False,False,False,False,False,True,105.75,118.49477183017754,48163.021159604825,False,True,-149.3211596048277
2025-03-11 10:45:00+05:30,48011.8,48115.0,47984.6,48090.0,0.0,0,False,False,False,False,False,True,False,True,130.40000000000146,119.68529464715994,48142.967628259736,False,True,-52.96762825973565
2025-03-11 11:00:00+05:30,48090.0,48150.0,48025.55,48050.2,0.0,0,False,False,False,False,False,True,False,True,124.44999999999709,120.16176518244365,48123.08307628671,False,True,-72.88307628671464
2025-03-11 11:15:00+05:30,48050.0,48056.9,47970.0,48010.0,0.0,0,False,False,False,False,False,False,False,True,86.90000000000146,116.83558866419942,48102.992937940246,False,True,-92.99293794024561
2025-03-11 11:30:00+05:30,48001.25,48036.15,47966.2,48000.0,0.0,0,False,False,False,False,False,False,False,True,69.95000000000437,112.14702979777992,48085.099420965664,False,True,-85.09942096566374
2025-03-11 11:45:00+05:30,47998.75,48045.0,47985.05,48038.7,0.0,0,False,False,False,False,False,False,False,True,59.94999999999709,106.92732681800165,48073.48869890572,False,True,-34.78869890572241
2025-03-11 12:00:00+05:30,48020.0,48033.3,47940.0,47969.8,0.0,0,False,False,False,False,False,False,False,True,98.69999999999709,106.1045941362012,48058.04696019895,False,True,-88.24696019895055
2025-03-11 12:15:00+05:30,47973.95,48000.0,47930.55,47979.6,0.0,0,False,False,False,False,False,False,False,True,69.44999999999709,102.43913472258077,48045.582292003724,False,True,-65.98229200372589
2025-03-11 12:30:00+05:30,47979.6,48035.0,47963.1,48025.0,0.0,0,False,False,False,False,False,False,False,True,71.90000000000146,99.38522125032284,48039.05762563671,False,True,-14.057625636713055
2025-03-11 12:45:00+05:30,48021.6,48031.05,47974.95,47990.75,0.0,0,False,False,False,False,False,False,False,True,56.10000000000582,95.05669912529115,48030.97370243353,False,True,-40.22370243353362
2025-03-11 13:00:00+05:30,47980.05,47988.0,47929.1,47961.0,0.0,0,False,False,False,False,False,False,False,True,61.650000000001455,91.71602921276218,48021.48308249063,False,True,-60.483082490631205
2025-03-11 13:15:00+05:30,47970.0,48044.0,47948.55,48036.1,0.0,0,False,False,False,False,False,True,False,True,95.44999999999709,92.08942629148567,48019.91333787177,False,True,16.186662128231546
2025-03-11 13:30:00+05:30,48033.95,48049.5,48000.0,48049.0,0.0,0,False,False,False,False,False,False,False,True,49.5,87.8304836623371,48020.44233156925,True,False,28.55766843075253
2025-03-11 13:45:00+05:30,48048.0,48120.2,48023.8,48119.2,0.0,0,False,False,False,False,False,True,False,True,96.39999999999418,88.6874352961028,48028.04670711985,True,False,91.15329288014618
2025-03-11 14:00:00+05:30,48119.0,48150.0,48080.0,48105.0,0.0,0,False,False,False,False,False,False,False,True,70.0,86.81869176649252,48034.82326302819,True,False,70.17673697180726
2025-03-11 14:15:00+05:30,48105.0,48136.5,48072.35,48072.4,0.0,0,False,False,False,False,False,False,False,True,64.15000000000146,84.55182258984341,48038.842919971365,True,False,33.55708002863685
2025-03-11 14:30:00+05:30,48066.5,48090.6,48005.0,48011.0,0.0,0,False,False,False,False,False,True,False,True,85.59999999999854,84.65664033085892,48037.300658477565,False,True,-26.300658477564866
2025-03-11 14:45:00+05:30,48012.45,48040.0,47900.0,47956.95,0.0,0,False,False,False,False,False,True,False,True,140.0,90.19097629777302,48030.77095472088,False,True,-73.82095472088258
2025-03-11 15:00:00+05:30,47960.0,47990.0,47950.0,47979.95,0.0,0,False,False,False,False,False,False,False,True,40.0,85.17187866799571,48026.26147087518,False,True,-46.31147087518184
2025-03-11 15:15:00+05:30,47980.0,48059.4,47978.3,48059.4,0.0,0,False,False,False,False,False,False,False,True,81.09999999999854,84.764690801196,48028.957438779595,True,False,30.442561220406787
2025-03-11 15:30:00+05:30,48060.0,48060.0,48060.0,48060.0,0.0,0,False,False,False,False,False,False,False,True,0.5999999999985448,76.34822172107626,48031.71761456543,True,False,28.282385434569733
